Time,Temperature,RH,GloblRad
2021-02-01 01:00:00+08:00,16.6,79,0
2021-02-01 01:10:00+08:00,16.5,79.83333333,0
2021-02-01 01:20:00+08:00,16.4,80.66666667,0
2021-02-01 01:30:00+08:00,16.3,81.5,0
2021-02-01 01:40:00+08:00,16.2,82.33333333,0
2021-02-01 01:50:00+08:00,16.1,83.16666667,0
2021-02-01 02:00:00+08:00,16,84,0
2021-02-01 02:10:00+08:00,16,83.66666667,0
2021-02-01 02:20:00+08:00,16,83.33333333,0
2021-02-01 02:30:00+08:00,16,83,0
2021-02-01 02:40:00+08:00,16,82.66666667,0
2021-02-01 02:50:00+08:00,16,82.33333333,0
2021-02-01 03:00:00+08:00,16,82,0
2021-02-01 03:10:00+08:00,15.91666667,82.5,0
2021-02-01 03:20:00+08:00,15.83333333,83,0
2021-02-01 03:30:00+08:00,15.75,83.5,0
2021-02-01 03:40:00+08:00,15.66666667,84,0
2021-02-01 03:50:00+08:00,15.58333333,84.5,0
2021-02-01 04:00:00+08:00,15.5,85,0
2021-02-01 04:10:00+08:00,15.45,85,0
2021-02-01 04:20:00+08:00,15.4,85,0
2021-02-01 04:30:00+08:00,15.35,85,0
2021-02-01 04:40:00+08:00,15.3,85,0
2021-02-01 04:50:00+08:00,15.25,85,0
2021-02-01 05:00:00+08:00,15.2,85,0
2021-02-01 05:10:00+08:00,15.15,85.33333333,0
2021-02-01 05:20:00+08:00,15.1,85.66666667,0
2021-02-01 05:30:00+08:00,15.05,86,0
2021-02-01 05:40:00+08:00,15,86.33333333,0
2021-02-01 05:50:00+08:00,14.95,86.66666667,0
2021-02-01 06:00:00+08:00,14.9,87,0
2021-02-01 06:10:00+08:00,14.95,86.66666667,0.003333333
2021-02-01 06:20:00+08:00,15,86.33333333,0.006666667
2021-02-01 06:30:00+08:00,15.05,86,0.01
2021-02-01 06:40:00+08:00,15.1,85.66666667,0.013333333
2021-02-01 06:50:00+08:00,15.15,85.33333333,0.016666667
2021-02-01 07:00:00+08:00,15.2,85,0.02
2021-02-01 07:10:00+08:00,15.4,84,0.083333333
2021-02-01 07:20:00+08:00,15.6,83,0.146666667
2021-02-01 07:30:00+08:00,15.8,82,0.21
2021-02-01 07:40:00+08:00,16,81,0.273333333
2021-02-01 07:50:00+08:00,16.2,80,0.336666667
2021-02-01 08:00:00+08:00,16.4,79,0.4
2021-02-01 08:10:00+08:00,16.81666667,77.5,0.511666667
2021-02-01 08:20:00+08:00,17.23333333,76,0.623333333
2021-02-01 08:30:00+08:00,17.65,74.5,0.735
2021-02-01 08:40:00+08:00,18.06666667,73,0.846666667
2021-02-01 08:50:00+08:00,18.48333333,71.5,0.958333333
2021-02-01 09:00:00+08:00,18.9,70,1.07
2021-02-01 09:10:00+08:00,19.15,68.33333333,1.18
2021-02-01 09:20:00+08:00,19.4,66.66666667,1.29
2021-02-01 09:30:00+08:00,19.65,65,1.4
2021-02-01 09:40:00+08:00,19.9,63.33333333,1.51
2021-02-01 09:50:00+08:00,20.15,61.66666667,1.62
2021-02-01 10:00:00+08:00,20.4,60,1.73
2021-02-01 10:10:00+08:00,20.85,58,1.823333333
2021-02-01 10:20:00+08:00,21.3,56,1.916666667
2021-02-01 10:30:00+08:00,21.75,54,2.01
2021-02-01 10:40:00+08:00,22.2,52,2.103333333
2021-02-01 10:50:00+08:00,22.65,50,2.196666667
2021-02-01 11:00:00+08:00,23.1,48,2.29
2021-02-01 11:10:00+08:00,23.18333333,47.5,2.333333333
2021-02-01 11:20:00+08:00,23.26666667,47,2.376666667
2021-02-01 11:30:00+08:00,23.35,46.5,2.42
2021-02-01 11:40:00+08:00,23.43333333,46,2.463333333
2021-02-01 11:50:00+08:00,23.51666667,45.5,2.506666667
2021-02-01 12:00:00+08:00,23.6,45,2.55
2021-02-01 12:10:00+08:00,23.6,47,2.533333333
2021-02-01 12:20:00+08:00,23.6,49,2.516666667
2021-02-01 12:30:00+08:00,23.6,51,2.5
2021-02-01 12:40:00+08:00,23.6,53,2.483333333
2021-02-01 12:50:00+08:00,23.6,55,2.466666667
2021-02-01 13:00:00+08:00,23.6,57,2.45
2021-02-01 13:10:00+08:00,23.61666667,56.66666667,2.403333333
2021-02-01 13:20:00+08:00,23.63333333,56.33333333,2.356666667
2021-02-01 13:30:00+08:00,23.65,56,2.31
2021-02-01 13:40:00+08:00,23.66666667,55.66666667,2.263333333
2021-02-01 13:50:00+08:00,23.68333333,55.33333333,2.216666667
2021-02-01 14:00:00+08:00,23.7,55,2.17
2021-02-01 14:10:00+08:00,23.63333333,54.33333333,2.11
2021-02-01 14:20:00+08:00,23.56666667,53.66666667,2.05
2021-02-01 14:30:00+08:00,23.5,53,1.99
2021-02-01 14:40:00+08:00,23.43333333,52.33333333,1.93
2021-02-01 14:50:00+08:00,23.36666667,51.66666667,1.87
2021-02-01 15:00:00+08:00,23.3,51,1.81
2021-02-01 15:10:00+08:00,23.1,50.66666667,1.715
2021-02-01 15:20:00+08:00,22.9,50.33333333,1.62
2021-02-01 15:30:00+08:00,22.7,50,1.525
2021-02-01 15:40:00+08:00,22.5,49.66666667,1.43
2021-02-01 15:50:00+08:00,22.3,49.33333333,1.335
2021-02-01 16:00:00+08:00,22.1,49,1.24
2021-02-01 16:10:00+08:00,21.9,49,1.121666667
2021-02-01 16:20:00+08:00,21.7,49,1.003333333
2021-02-01 16:30:00+08:00,21.5,49,0.885
2021-02-01 16:40:00+08:00,21.3,49,0.766666667
2021-02-01 16:50:00+08:00,21.1,49,0.648333333
2021-02-01 17:00:00+08:00,20.9,49,0.53
2021-02-01 17:10:00+08:00,20.76666667,49.5,0.451666667
2021-02-01 17:20:00+08:00,20.63333333,50,0.373333333
2021-02-01 17:30:00+08:00,20.5,50.5,0.295
2021-02-01 17:40:00+08:00,20.36666667,51,0.216666667
2021-02-01 17:50:00+08:00,20.23333333,51.5,0.138333333
2021-02-01 18:00:00+08:00,20.1,52,0.06
2021-02-01 18:10:00+08:00,20.13333333,52.16666667,0.05
2021-02-01 18:20:00+08:00,20.16666667,52.33333333,0.04
2021-02-01 18:30:00+08:00,20.2,52.5,0.03
2021-02-01 18:40:00+08:00,20.23333333,52.66666667,0.02
2021-02-01 18:50:00+08:00,20.26666667,52.83333333,0.01
2021-02-01 19:00:00+08:00,20.3,53,0
2021-02-01 19:10:00+08:00,20.11666667,54.83333333,0
2021-02-01 19:20:00+08:00,19.93333333,56.66666667,0
2021-02-01 19:30:00+08:00,19.75,58.5,0
2021-02-01 19:40:00+08:00,19.56666667,60.33333333,0
2021-02-01 19:50:00+08:00,19.38333333,62.16666667,0
2021-02-01 20:00:00+08:00,19.2,64,0
2021-02-01 20:10:00+08:00,19.08333333,64.83333333,0
2021-02-01 20:20:00+08:00,18.96666667,65.66666667,0
2021-02-01 20:30:00+08:00,18.85,66.5,0
2021-02-01 20:40:00+08:00,18.73333333,67.33333333,0
2021-02-01 20:50:00+08:00,18.61666667,68.16666667,0
2021-02-01 21:00:00+08:00,18.5,69,0
2021-02-01 21:10:00+08:00,18.45,69.5,0
2021-02-01 21:20:00+08:00,18.4,70,0
2021-02-01 21:30:00+08:00,18.35,70.5,0
2021-02-01 21:40:00+08:00,18.3,71,0
2021-02-01 21:50:00+08:00,18.25,71.5,0
2021-02-01 22:00:00+08:00,18.2,72,0
2021-02-01 22:10:00+08:00,18.06666667,72.66666667,0
2021-02-01 22:20:00+08:00,17.93333333,73.33333333,0
2021-02-01 22:30:00+08:00,17.8,74,0
2021-02-01 22:40:00+08:00,17.66666667,74.66666667,0
2021-02-01 22:50:00+08:00,17.53333333,75.33333333,0
2021-02-01 23:00:00+08:00,17.4,76,0
2021-02-01 23:10:00+08:00,17.35,76.5,0
2021-02-01 23:20:00+08:00,17.3,77,0
2021-02-01 23:30:00+08:00,17.25,77.5,0
2021-02-01 23:40:00+08:00,17.2,78,0
2021-02-01 23:50:00+08:00,17.15,78.5,0
2021-02-02 00:00:00+08:00,17.1,79,0
2021-02-02 00:10:00+08:00,17,79,0
2021-02-02 00:20:00+08:00,16.9,79,0
2021-02-02 00:30:00+08:00,16.8,79,0
2021-02-02 00:40:00+08:00,16.7,79,0
2021-02-02 00:50:00+08:00,16.6,79,0
2021-02-02 01:00:00+08:00,16.5,79,0
2021-02-02 01:10:00+08:00,16.45,79.33333333,0
2021-02-02 01:20:00+08:00,16.4,79.66666667,0
2021-02-02 01:30:00+08:00,16.35,80,0
2021-02-02 01:40:00+08:00,16.3,80.33333333,0
2021-02-02 01:50:00+08:00,16.25,80.66666667,0
2021-02-02 02:00:00+08:00,16.2,81,0
2021-02-02 02:10:00+08:00,16.11666667,80.5,0
2021-02-02 02:20:00+08:00,16.03333333,80,0
2021-02-02 02:30:00+08:00,15.95,79.5,0
2021-02-02 02:40:00+08:00,15.86666667,79,0
2021-02-02 02:50:00+08:00,15.78333333,78.5,0
2021-02-02 03:00:00+08:00,15.7,78,0
2021-02-02 03:10:00+08:00,15.71666667,78,0
2021-02-02 03:20:00+08:00,15.73333333,78,0
2021-02-02 03:30:00+08:00,15.75,78,0
2021-02-02 03:40:00+08:00,15.76666667,78,0
2021-02-02 03:50:00+08:00,15.78333333,78,0
2021-02-02 04:00:00+08:00,15.8,78,0
2021-02-02 04:10:00+08:00,15.68333333,78.83333333,0
2021-02-02 04:20:00+08:00,15.56666667,79.66666667,0
2021-02-02 04:30:00+08:00,15.45,80.5,0
2021-02-02 04:40:00+08:00,15.33333333,81.33333333,0
2021-02-02 04:50:00+08:00,15.21666667,82.16666667,0
2021-02-02 05:00:00+08:00,15.1,83,0
2021-02-02 05:10:00+08:00,15.06666667,82.66666667,0
2021-02-02 05:20:00+08:00,15.03333333,82.33333333,0
2021-02-02 05:30:00+08:00,15,82,0
2021-02-02 05:40:00+08:00,14.96666667,81.66666667,0
2021-02-02 05:50:00+08:00,14.93333333,81.33333333,0
2021-02-02 06:00:00+08:00,14.9,81,0
2021-02-02 06:10:00+08:00,14.88333333,81.5,0.003333333
2021-02-02 06:20:00+08:00,14.86666667,82,0.006666667
2021-02-02 06:30:00+08:00,14.85,82.5,0.01
2021-02-02 06:40:00+08:00,14.83333333,83,0.013333333
2021-02-02 06:50:00+08:00,14.81666667,83.5,0.016666667
2021-02-02 07:00:00+08:00,14.8,84,0.02
2021-02-02 07:10:00+08:00,14.98333333,83.16666667,0.078333333
2021-02-02 07:20:00+08:00,15.16666667,82.33333333,0.136666667
2021-02-02 07:30:00+08:00,15.35,81.5,0.195
2021-02-02 07:40:00+08:00,15.53333333,80.66666667,0.253333333
2021-02-02 07:50:00+08:00,15.71666667,79.83333333,0.311666667
2021-02-02 08:00:00+08:00,15.9,79,0.37
2021-02-02 08:10:00+08:00,16.11666667,78.33333333,0.398333333
2021-02-02 08:20:00+08:00,16.33333333,77.66666667,0.426666667
2021-02-02 08:30:00+08:00,16.55,77,0.455
2021-02-02 08:40:00+08:00,16.76666667,76.33333333,0.483333333
2021-02-02 08:50:00+08:00,16.98333333,75.66666667,0.511666667
2021-02-02 09:00:00+08:00,17.2,75,0.54
2021-02-02 09:10:00+08:00,17.43333333,74.83333333,0.555
2021-02-02 09:20:00+08:00,17.66666667,74.66666667,0.57
2021-02-02 09:30:00+08:00,17.9,74.5,0.585
2021-02-02 09:40:00+08:00,18.13333333,74.33333333,0.6
2021-02-02 09:50:00+08:00,18.36666667,74.16666667,0.615
2021-02-02 10:00:00+08:00,18.6,74,0.63
2021-02-02 10:10:00+08:00,18.76666667,74.33333333,0.601666667
2021-02-02 10:20:00+08:00,18.93333333,74.66666667,0.573333333
2021-02-02 10:30:00+08:00,19.1,75,0.545
2021-02-02 10:40:00+08:00,19.26666667,75.33333333,0.516666667
2021-02-02 10:50:00+08:00,19.43333333,75.66666667,0.488333333
2021-02-02 11:00:00+08:00,19.6,76,0.46
2021-02-02 11:10:00+08:00,19.51666667,76,0.541666667
2021-02-02 11:20:00+08:00,19.43333333,76,0.623333333
2021-02-02 11:30:00+08:00,19.35,76,0.705
2021-02-02 11:40:00+08:00,19.26666667,76,0.786666667
2021-02-02 11:50:00+08:00,19.18333333,76,0.868333333
2021-02-02 12:00:00+08:00,19.1,76,0.95
2021-02-02 12:10:00+08:00,19.05,75.83333333,0.935
2021-02-02 12:20:00+08:00,19,75.66666667,0.92
2021-02-02 12:30:00+08:00,18.95,75.5,0.905
2021-02-02 12:40:00+08:00,18.9,75.33333333,0.89
2021-02-02 12:50:00+08:00,18.85,75.16666667,0.875
2021-02-02 13:00:00+08:00,18.8,75,0.86
2021-02-02 13:10:00+08:00,18.85,74.83333333,0.946666667
2021-02-02 13:20:00+08:00,18.9,74.66666667,1.033333333
2021-02-02 13:30:00+08:00,18.95,74.5,1.12
2021-02-02 13:40:00+08:00,19,74.33333333,1.206666667
2021-02-02 13:50:00+08:00,19.05,74.16666667,1.293333333
2021-02-02 14:00:00+08:00,19.1,74,1.38
2021-02-02 14:10:00+08:00,19.01666667,73.83333333,1.238333333
2021-02-02 14:20:00+08:00,18.93333333,73.66666667,1.096666667
2021-02-02 14:30:00+08:00,18.85,73.5,0.955
2021-02-02 14:40:00+08:00,18.76666667,73.33333333,0.813333333
2021-02-02 14:50:00+08:00,18.68333333,73.16666667,0.671666667
2021-02-02 15:00:00+08:00,18.6,73,0.53
2021-02-02 15:10:00+08:00,18.51666667,73.33333333,0.508333333
2021-02-02 15:20:00+08:00,18.43333333,73.66666667,0.486666667
2021-02-02 15:30:00+08:00,18.35,74,0.465
2021-02-02 15:40:00+08:00,18.26666667,74.33333333,0.443333333
2021-02-02 15:50:00+08:00,18.18333333,74.66666667,0.421666667
2021-02-02 16:00:00+08:00,18.1,75,0.4
2021-02-02 16:10:00+08:00,17.98333333,75.33333333,0.355
2021-02-02 16:20:00+08:00,17.86666667,75.66666667,0.31
2021-02-02 16:30:00+08:00,17.75,76,0.265
2021-02-02 16:40:00+08:00,17.63333333,76.33333333,0.22
2021-02-02 16:50:00+08:00,17.51666667,76.66666667,0.175
2021-02-02 17:00:00+08:00,17.4,77,0.13
2021-02-02 17:10:00+08:00,17.33333333,76.83333333,0.111666667
2021-02-02 17:20:00+08:00,17.26666667,76.66666667,0.093333333
2021-02-02 17:30:00+08:00,17.2,76.5,0.075
2021-02-02 17:40:00+08:00,17.13333333,76.33333333,0.056666667
2021-02-02 17:50:00+08:00,17.06666667,76.16666667,0.038333333
2021-02-02 18:00:00+08:00,17,76,0.02
2021-02-02 18:10:00+08:00,17.03333333,75.16666667,0.016666667
2021-02-02 18:20:00+08:00,17.06666667,74.33333333,0.013333333
2021-02-02 18:30:00+08:00,17.1,73.5,0.01
2021-02-02 18:40:00+08:00,17.13333333,72.66666667,0.006666667
2021-02-02 18:50:00+08:00,17.16666667,71.83333333,0.003333333
2021-02-02 19:00:00+08:00,17.2,71,0
2021-02-02 19:10:00+08:00,17.21666667,70.83333333,0
2021-02-02 19:20:00+08:00,17.23333333,70.66666667,0
2021-02-02 19:30:00+08:00,17.25,70.5,0
2021-02-02 19:40:00+08:00,17.26666667,70.33333333,0
2021-02-02 19:50:00+08:00,17.28333333,70.16666667,0
2021-02-02 20:00:00+08:00,17.3,70,0
2021-02-02 20:10:00+08:00,17.28333333,70.16666667,0
2021-02-02 20:20:00+08:00,17.26666667,70.33333333,0
2021-02-02 20:30:00+08:00,17.25,70.5,0
2021-02-02 20:40:00+08:00,17.23333333,70.66666667,0
2021-02-02 20:50:00+08:00,17.21666667,70.83333333,0
2021-02-02 21:00:00+08:00,17.2,71,0
2021-02-02 21:10:00+08:00,17.25,70.33333333,0
2021-02-02 21:20:00+08:00,17.3,69.66666667,0
2021-02-02 21:30:00+08:00,17.35,69,0
2021-02-02 21:40:00+08:00,17.4,68.33333333,0
2021-02-02 21:50:00+08:00,17.45,67.66666667,0
2021-02-02 22:00:00+08:00,17.5,67,0
2021-02-02 22:10:00+08:00,17.48333333,66.83333333,0
2021-02-02 22:20:00+08:00,17.46666667,66.66666667,0
2021-02-02 22:30:00+08:00,17.45,66.5,0
2021-02-02 22:40:00+08:00,17.43333333,66.33333333,0
2021-02-02 22:50:00+08:00,17.41666667,66.16666667,0
2021-02-02 23:00:00+08:00,17.4,66,0
2021-02-02 23:10:00+08:00,17.35,66.16666667,0
2021-02-02 23:20:00+08:00,17.3,66.33333333,0
2021-02-02 23:30:00+08:00,17.25,66.5,0
2021-02-02 23:40:00+08:00,17.2,66.66666667,0
2021-02-02 23:50:00+08:00,17.15,66.83333333,0
2021-02-03 00:00:00+08:00,17.1,67,0
2021-02-03 00:10:00+08:00,17.05,66.83333333,0
2021-02-03 00:20:00+08:00,17,66.66666667,0
2021-02-03 00:30:00+08:00,16.95,66.5,0
2021-02-03 00:40:00+08:00,16.9,66.33333333,0
2021-02-03 00:50:00+08:00,16.85,66.16666667,0
2021-02-03 01:00:00+08:00,16.8,66,0
2021-02-03 01:10:00+08:00,16.81666667,65.16666667,0
2021-02-03 01:20:00+08:00,16.83333333,64.33333333,0
2021-02-03 01:30:00+08:00,16.85,63.5,0
2021-02-03 01:40:00+08:00,16.86666667,62.66666667,0
2021-02-03 01:50:00+08:00,16.88333333,61.83333333,0
2021-02-03 02:00:00+08:00,16.9,61,0
2021-02-03 02:10:00+08:00,16.91666667,61,0
2021-02-03 02:20:00+08:00,16.93333333,61,0
2021-02-03 02:30:00+08:00,16.95,61,0
2021-02-03 02:40:00+08:00,16.96666667,61,0
2021-02-03 02:50:00+08:00,16.98333333,61,0
2021-02-03 03:00:00+08:00,17,61,0
2021-02-03 03:10:00+08:00,16.98333333,60.66666667,0
2021-02-03 03:20:00+08:00,16.96666667,60.33333333,0
2021-02-03 03:30:00+08:00,16.95,60,0
2021-02-03 03:40:00+08:00,16.93333333,59.66666667,0
2021-02-03 03:50:00+08:00,16.91666667,59.33333333,0
2021-02-03 04:00:00+08:00,16.9,59,0
2021-02-03 04:10:00+08:00,16.85,59.16666667,0
2021-02-03 04:20:00+08:00,16.8,59.33333333,0
2021-02-03 04:30:00+08:00,16.75,59.5,0
2021-02-03 04:40:00+08:00,16.7,59.66666667,0
2021-02-03 04:50:00+08:00,16.65,59.83333333,0
2021-02-03 05:00:00+08:00,16.6,60,0
2021-02-03 05:10:00+08:00,16.56666667,60.33333333,0
2021-02-03 05:20:00+08:00,16.53333333,60.66666667,0
2021-02-03 05:30:00+08:00,16.5,61,0
2021-02-03 05:40:00+08:00,16.46666667,61.33333333,0
2021-02-03 05:50:00+08:00,16.43333333,61.66666667,0
2021-02-03 06:00:00+08:00,16.4,62,0
2021-02-03 06:10:00+08:00,16.38333333,62,0.003333333
2021-02-03 06:20:00+08:00,16.36666667,62,0.006666667
2021-02-03 06:30:00+08:00,16.35,62,0.01
2021-02-03 06:40:00+08:00,16.33333333,62,0.013333333
2021-02-03 06:50:00+08:00,16.31666667,62,0.016666667
2021-02-03 07:00:00+08:00,16.3,62,0.02
2021-02-03 07:10:00+08:00,16.43333333,61.5,0.085
2021-02-03 07:20:00+08:00,16.56666667,61,0.15
2021-02-03 07:30:00+08:00,16.7,60.5,0.215
2021-02-03 07:40:00+08:00,16.83333333,60,0.28
2021-02-03 07:50:00+08:00,16.96666667,59.5,0.345
2021-02-03 08:00:00+08:00,17.1,59,0.41
2021-02-03 08:10:00+08:00,17.33333333,58.5,0.52
2021-02-03 08:20:00+08:00,17.56666667,58,0.63
2021-02-03 08:30:00+08:00,17.8,57.5,0.74
2021-02-03 08:40:00+08:00,18.03333333,57,0.85
2021-02-03 08:50:00+08:00,18.26666667,56.5,0.96
2021-02-03 09:00:00+08:00,18.5,56,1.07
2021-02-03 09:10:00+08:00,18.75,55.33333333,1.193333333
2021-02-03 09:20:00+08:00,19,54.66666667,1.316666667
2021-02-03 09:30:00+08:00,19.25,54,1.44
2021-02-03 09:40:00+08:00,19.5,53.33333333,1.563333333
2021-02-03 09:50:00+08:00,19.75,52.66666667,1.686666667
2021-02-03 10:00:00+08:00,20,52,1.81
2021-02-03 10:10:00+08:00,20.23333333,51.83333333,1.905
2021-02-03 10:20:00+08:00,20.46666667,51.66666667,2
2021-02-03 10:30:00+08:00,20.7,51.5,2.095
2021-02-03 10:40:00+08:00,20.93333333,51.33333333,2.19
2021-02-03 10:50:00+08:00,21.16666667,51.16666667,2.285
2021-02-03 11:00:00+08:00,21.4,51,2.38
2021-02-03 11:10:00+08:00,21.41666667,50.83333333,2.431666667
2021-02-03 11:20:00+08:00,21.43333333,50.66666667,2.483333333
2021-02-03 11:30:00+08:00,21.45,50.5,2.535
2021-02-03 11:40:00+08:00,21.46666667,50.33333333,2.586666667
2021-02-03 11:50:00+08:00,21.48333333,50.16666667,2.638333333
2021-02-03 12:00:00+08:00,21.5,50,2.69
2021-02-03 12:10:00+08:00,21.63333333,49.66666667,2.68
2021-02-03 12:20:00+08:00,21.76666667,49.33333333,2.67
2021-02-03 12:30:00+08:00,21.9,49,2.66
2021-02-03 12:40:00+08:00,22.03333333,48.66666667,2.65
2021-02-03 12:50:00+08:00,22.16666667,48.33333333,2.64
2021-02-03 13:00:00+08:00,22.3,48,2.63
2021-02-03 13:10:00+08:00,22.31666667,48,2.588333333
2021-02-03 13:20:00+08:00,22.33333333,48,2.546666667
2021-02-03 13:30:00+08:00,22.35,48,2.505
2021-02-03 13:40:00+08:00,22.36666667,48,2.463333333
2021-02-03 13:50:00+08:00,22.38333333,48,2.421666667
2021-02-03 14:00:00+08:00,22.4,48,2.38
2021-02-03 14:10:00+08:00,22.4,48,2.316666667
2021-02-03 14:20:00+08:00,22.4,48,2.253333333
2021-02-03 14:30:00+08:00,22.4,48,2.19
2021-02-03 14:40:00+08:00,22.4,48,2.126666667
2021-02-03 14:50:00+08:00,22.4,48,2.063333333
2021-02-03 15:00:00+08:00,22.4,48,2
2021-02-03 15:10:00+08:00,22.28333333,48.5,1.888333333
2021-02-03 15:20:00+08:00,22.16666667,49,1.776666667
2021-02-03 15:30:00+08:00,22.05,49.5,1.665
2021-02-03 15:40:00+08:00,21.93333333,50,1.553333333
2021-02-03 15:50:00+08:00,21.81666667,50.5,1.441666667
2021-02-03 16:00:00+08:00,21.7,51,1.33
2021-02-03 16:10:00+08:00,21.55,51.5,1.205
2021-02-03 16:20:00+08:00,21.4,52,1.08
2021-02-03 16:30:00+08:00,21.25,52.5,0.955
2021-02-03 16:40:00+08:00,21.1,53,0.83
2021-02-03 16:50:00+08:00,20.95,53.5,0.705
2021-02-03 17:00:00+08:00,20.8,54,0.58
2021-02-03 17:10:00+08:00,20.63333333,54.5,0.495
2021-02-03 17:20:00+08:00,20.46666667,55,0.41
2021-02-03 17:30:00+08:00,20.3,55.5,0.325
2021-02-03 17:40:00+08:00,20.13333333,56,0.24
2021-02-03 17:50:00+08:00,19.96666667,56.5,0.155
2021-02-03 18:00:00+08:00,19.8,57,0.07
2021-02-03 18:10:00+08:00,19.71666667,57.5,0.058333333
2021-02-03 18:20:00+08:00,19.63333333,58,0.046666667
2021-02-03 18:30:00+08:00,19.55,58.5,0.035
2021-02-03 18:40:00+08:00,19.46666667,59,0.023333333
2021-02-03 18:50:00+08:00,19.38333333,59.5,0.011666667
2021-02-03 19:00:00+08:00,19.3,60,0
2021-02-03 19:10:00+08:00,19.26666667,60.16666667,0
2021-02-03 19:20:00+08:00,19.23333333,60.33333333,0
2021-02-03 19:30:00+08:00,19.2,60.5,0
2021-02-03 19:40:00+08:00,19.16666667,60.66666667,0
2021-02-03 19:50:00+08:00,19.13333333,60.83333333,0
2021-02-03 20:00:00+08:00,19.1,61,0
2021-02-03 20:10:00+08:00,19.05,61.5,0
2021-02-03 20:20:00+08:00,19,62,0
2021-02-03 20:30:00+08:00,18.95,62.5,0
2021-02-03 20:40:00+08:00,18.9,63,0
2021-02-03 20:50:00+08:00,18.85,63.5,0
2021-02-03 21:00:00+08:00,18.8,64,0
2021-02-03 21:10:00+08:00,18.75,64.33333333,0
2021-02-03 21:20:00+08:00,18.7,64.66666667,0
2021-02-03 21:30:00+08:00,18.65,65,0
2021-02-03 21:40:00+08:00,18.6,65.33333333,0
2021-02-03 21:50:00+08:00,18.55,65.66666667,0
2021-02-03 22:00:00+08:00,18.5,66,0
2021-02-03 22:10:00+08:00,18.43333333,66.5,0
2021-02-03 22:20:00+08:00,18.36666667,67,0
2021-02-03 22:30:00+08:00,18.3,67.5,0
2021-02-03 22:40:00+08:00,18.23333333,68,0
2021-02-03 22:50:00+08:00,18.16666667,68.5,0
2021-02-03 23:00:00+08:00,18.1,69,0
2021-02-03 23:10:00+08:00,18.08333333,69.16666667,0
2021-02-03 23:20:00+08:00,18.06666667,69.33333333,0
2021-02-03 23:30:00+08:00,18.05,69.5,0
2021-02-03 23:40:00+08:00,18.03333333,69.66666667,0
2021-02-03 23:50:00+08:00,18.01666667,69.83333333,0
2021-02-04 00:00:00+08:00,18,70,0
2021-02-04 00:10:00+08:00,17.98333333,70.16666667,0
2021-02-04 00:20:00+08:00,17.96666667,70.33333333,0
2021-02-04 00:30:00+08:00,17.95,70.5,0
2021-02-04 00:40:00+08:00,17.93333333,70.66666667,0
2021-02-04 00:50:00+08:00,17.91666667,70.83333333,0
2021-02-04 01:00:00+08:00,17.9,71,0
2021-02-04 01:10:00+08:00,17.7,72,0
2021-02-04 01:20:00+08:00,17.5,73,0
2021-02-04 01:30:00+08:00,17.3,74,0
2021-02-04 01:40:00+08:00,17.1,75,0
2021-02-04 01:50:00+08:00,16.9,76,0
2021-02-04 02:00:00+08:00,16.7,77,0
2021-02-04 02:10:00+08:00,16.63333333,77.66666667,0
2021-02-04 02:20:00+08:00,16.56666667,78.33333333,0
2021-02-04 02:30:00+08:00,16.5,79,0
2021-02-04 02:40:00+08:00,16.43333333,79.66666667,0
2021-02-04 02:50:00+08:00,16.36666667,80.33333333,0
2021-02-04 03:00:00+08:00,16.3,81,0
2021-02-04 03:10:00+08:00,16.28333333,81.16666667,0
2021-02-04 03:20:00+08:00,16.26666667,81.33333333,0
2021-02-04 03:30:00+08:00,16.25,81.5,0
2021-02-04 03:40:00+08:00,16.23333333,81.66666667,0
2021-02-04 03:50:00+08:00,16.21666667,81.83333333,0
2021-02-04 04:00:00+08:00,16.2,82,0
2021-02-04 04:10:00+08:00,16.18333333,82.16666667,0
2021-02-04 04:20:00+08:00,16.16666667,82.33333333,0
2021-02-04 04:30:00+08:00,16.15,82.5,0
2021-02-04 04:40:00+08:00,16.13333333,82.66666667,0
2021-02-04 04:50:00+08:00,16.11666667,82.83333333,0
2021-02-04 05:00:00+08:00,16.1,83,0
2021-02-04 05:10:00+08:00,16.08333333,83.5,0
2021-02-04 05:20:00+08:00,16.06666667,84,0
2021-02-04 05:30:00+08:00,16.05,84.5,0
2021-02-04 05:40:00+08:00,16.03333333,85,0
2021-02-04 05:50:00+08:00,16.01666667,85.5,0
2021-02-04 06:00:00+08:00,16,86,0
2021-02-04 06:10:00+08:00,16.06666667,85.66666667,0.003333333
2021-02-04 06:20:00+08:00,16.13333333,85.33333333,0.006666667
2021-02-04 06:30:00+08:00,16.2,85,0.01
2021-02-04 06:40:00+08:00,16.26666667,84.66666667,0.013333333
2021-02-04 06:50:00+08:00,16.33333333,84.33333333,0.016666667
2021-02-04 07:00:00+08:00,16.4,84,0.02
2021-02-04 07:10:00+08:00,16.81666667,82.66666667,0.09
2021-02-04 07:20:00+08:00,17.23333333,81.33333333,0.16
2021-02-04 07:30:00+08:00,17.65,80,0.23
2021-02-04 07:40:00+08:00,18.06666667,78.66666667,0.3
2021-02-04 07:50:00+08:00,18.48333333,77.33333333,0.37
2021-02-04 08:00:00+08:00,18.9,76,0.44
2021-02-04 08:10:00+08:00,19.25,74.83333333,0.56
2021-02-04 08:20:00+08:00,19.6,73.66666667,0.68
2021-02-04 08:30:00+08:00,19.95,72.5,0.8
